|||Sütunlar|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Satırlar||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
|||Adana-1|Adıyaman-2|Afyonkarahisar-3|Ağrı-4|Aksaray-68|Amasya-5|Ankara-6|Antalya-7|Ardahan-75|Artvin-8|Aydın-9|Balıkesir-10|Bartın-74|Batman-72|Bayburt-69|Bilecik-11|Bingöl-12|Bitlis-13|Bolu-14|Burdur-15|Bursa-16|Çanakkale-17|Çankırı-18|Çorum-19|Denizli-20|Diyarbakır-21|Düzce-81|Edirne-22|Elazığ-23|Erzincan-24|Erzurum-25|Eskişehir-26|Gaziantep-27|Giresun-28|Gümüşhane-29|Hakkari-30|Hatay-31|Iğdır-76|Isparta-32|İstanbul-34|İzmir-35|Kahramanmaraş-46|Karabük-78|Karaman-70|Kars-36|Kastamonu-37|Kayseri-38|Kilis-79|Kırıkkale-71|Kırklareli-39|Kırşehir-40|Kocaeli-41|Konya-42|Kütahya-43|Malatya-44|Manisa-45|Mardin-47|Mersin-33|Muğla-48|Muş-49|Nevşehir-50|Niğde-51|Ordu-52|Osmaniye-80|Rize-53|Sakarya-54|Samsun-55|Şanlıurfa-63|Siirt-56|Sinop-57|Şırnak-73|Sivas-58|Tekirdağ-59|Tokat-60|Trabzon-61|Tunceli-62|Uşak-64|Van-65|Yalova-77|Yozgat-66|Zonguldak-67|
Gayri Safi Yurtiçi Hasıla, Değer (2009 Bazlı)|Bin TL ve Cari Fiyatlarla ve B1GQ. (Gayrisafi Yurtiçi Hasıla (Gsyh))|2004|1.1872958E7|1820427.0|3941205.0|1458708.0|1803329.0|1931034.0|5.3262258E7|1.808974E7|464431.0|1212599.0|6443584.0|8622467.0|947046.0|1686464.0|346117.0|1954234.0|794851.0|955372.0|2766702.0|1905879.0|2.3774669E7|4095487.0|1109853.0|3036532.0|7112502.0|5948196.0|2324271.0|2988224.0|2708628.0|1507409.0|3689666.0|6792645.0|7577671.0|2015750.0|750236.0|849897.0|7859089.0|653159.0|2934991.0|1.73666841E8|3.7806604E7|4995330.0|1453160.0|1924439.0|1144305.0|2489424.0|8698362.0|443357.0|1743066.0|3016617.0|1278213.0|2.0358309E7|1.1898462E7|3555234.0|3330115.0|9376981.0|2373928.0|1.1232985E7|7122508.0|1349622.0|1788911.0|1827586.0|3040722.0|1766430.0|2320031.0|6586351.0|7081140.0|5050297.0|1020991.0|1212784.0|1452239.0|3650416.0|8187324.0|2787969.0|4739697.0|555686.0|2075216.0|2583888.0|1708666.0|2391856.0|3599333.0|
||2005|1.3793696E7|2152056.0|4423795.0|1638862.0|2089886.0|2259253.0|6.2300779E7|2.1035835E7|537692.0|1415725.0|7205024.0|1.004734E7|1097547.0|1989765.0|400446.0|2331630.0|935573.0|1096474.0|3149614.0|2184954.0|2.8245608E7|4746837.0|1259616.0|3412667.0|7993644.0|6565689.0|2691551.0|3478120.0|3223703.0|1718978.0|4167969.0|8018126.0|9046714.0|2625194.0|873779.0|951020.0|9430270.0|771720.0|3367967.0|2.03799139E8|4.3670405E7|5960932.0|1705808.0|2246917.0|1303936.0|2829785.0|1.0274237E7|565266.0|2028888.0|3575243.0|1524564.0|2.3879415E7|1.3658271E7|4095546.0|4279667.0|1.1068768E7|2686087.0|1.3101477E7|8374795.0|1578540.0|1863649.0|2072663.0|3861624.0|2123197.0|2664460.0|7609494.0|8415211.0|5733719.0|1217060.0|1365567.0|1649504.0|4225124.0|9690048.0|3238762.0|5425795.0|628088.0|2388492.0|3045823.0|1964640.0|2698664.0|4197946.0|
||2006|1.596047E7|2525791.0|5160255.0|1735872.0|2421857.0|2503911.0|7.3933663E7|2.4982468E7|654057.0|1680889.0|8700319.0|1.1683736E7|1263484.0|2355624.0|468427.0|2725654.0|1042204.0|1281580.0|3671132.0|2508778.0|3.3416207E7|5345994.0|1353541.0|3746465.0|9547980.0|7821927.0|3293745.0|3929160.0|3868775.0|2008834.0|4789828.0|9457145.0|1.0911185E7|3000153.0|1030910.0|1111298.0|1.0514181E7|909636.0|3844081.0|2.39399624E8|5.1473348E7|6255861.0|2021745.0|2376251.0|1549625.0|3111069.0|1.1856987E7|613974.0|2392214.0|4116547.0|1612413.0|2.8915142E7|1.5925165E7|4739575.0|4533745.0|1.2911946E7|3172617.0|1.5228916E7|9991216.0|1783703.0|2110605.0|2248388.0|4452772.0|2413772.0|3055488.0|9091222.0|9852416.0|6584705.0|1418480.0|1575125.0|1916309.0|4835251.0|1.1284728E7|3627047.0|6434938.0|708787.0|2847858.0|3550195.0|2422191.0|2961376.0|4925049.0|
||2007|1.7889793E7|2822693.0|5674074.0|1896643.0|2706718.0|2676367.0|8.4307272E7|2.8196769E7|716031.0|1920009.0|9023411.0|1.2747759E7|1403069.0|2608953.0|539376.0|3114023.0|1199642.0|1474184.0|4032237.0|2749439.0|3.7240305E7|5948121.0|1493735.0|4113512.0|1.0295556E7|8565260.0|3668410.0|4384884.0|4261372.0|2238310.0|5302770.0|1.053304E7|1.2073566E7|3149364.0|1126866.0|1278344.0|1.1757961E7|980152.0|4226707.0|2.69966295E8|5.6729137E7|7293440.0|2179372.0|2732812.0|1671970.0|3500490.0|1.3190832E7|675517.0|2633467.0|4605576.0|1819467.0|3.2438508E7|1.7559262E7|5286304.0|5050093.0|1.4021459E7|3523859.0|1.7005946E7|1.0962222E7|1965403.0|2354741.0|2544081.0|4842585.0|2841392.0|3365572.0|9913626.0|1.0602948E7|7176039.0|1575067.0|1765535.0|2198154.0|5188821.0|1.2947294E7|3959260.0|7098791.0|803463.0|3092649.0|3997800.0|2722309.0|3287516.0|5379662.0|
||2008|1.9958317E7|3203961.0|6382279.0|2066654.0|3042384.0|3200645.0|9.634694E7|3.1219484E7|775111.0|2203041.0|1.0212425E7|1.4681196E7|1556213.0|2921543.0|568507.0|3543116.0|1387622.0|1665571.0|4513309.0|3100844.0|4.2033599E7|6582086.0|1727052.0|4865431.0|1.1423476E7|9209313.0|4173696.0|5040490.0|4848165.0|2673423.0|5987209.0|1.1804059E7|1.3477699E7|3748992.0|1249119.0|1448013.0|1.3165451E7|1133326.0|4774120.0|3.0579238E8|6.3505289E7|8644617.0|2416764.0|3039491.0|1859566.0|3925169.0|1.470317E7|693733.0|2971400.0|5261410.0|1977240.0|3.6580652E7|1.9566738E7|6262920.0|5668509.0|1.6007463E7|3863917.0|1.9248378E7|1.2341868E7|2173183.0|2630795.0|2835455.0|5432176.0|3351568.0|3710812.0|1.1239552E7|1.235109E7|8009858.0|1800331.0|2030611.0|2525535.0|5884027.0|1.4686259E7|4678934.0|7992419.0|901529.0|3721620.0|4513966.0|3148036.0|3576579.0|5782018.0|
||2009|2.0691015E7|3393181.0|6562856.0|2329093.0|3257975.0|3344442.0|9.7516711E7|3.2100949E7|826343.0|2139332.0|1.0224176E7|1.472601E7|1626490.0|3232098.0|625154.0|3474888.0|1483642.0|1724592.0|4531112.0|3205894.0|4.3072672E7|6508450.0|1808021.0|4927815.0|1.1103998E7|1.0003624E7|4123311.0|5139939.0|4816329.0|2558719.0|6318136.0|1.1838573E7|1.3408666E7|3681758.0|1230884.0|1545678.0|1.3006795E7|1234847.0|4888494.0|3.02114837E8|6.2186913E7|8860496.0|2283893.0|3127853.0|1921110.0|3899467.0|1.533841E7|804325.0|2948839.0|5514468.0|2090384.0|3.4218727E7|2.0385794E7|6335301.0|5914374.0|1.6244874E7|4217935.0|1.8903691E7|1.2623338E7|2384994.0|2748010.0|3007389.0|5220027.0|3395923.0|3719541.0|1.1014973E7|1.2140817E7|8454293.0|2106249.0|2060701.0|2885793.0|5951656.0|1.5121553E7|4850797.0|8042564.0|1001158.0|3915332.0|5002862.0|2976388.0|3810348.0|5531177.0|
||2010|2.4458155E7|4339197.0|8092414.0|3079936.0|4051906.0|3934396.0|1.11087149E8|3.9101524E7|1085885.0|2424033.0|1.2048148E7|1.7153943E7|1911808.0|4047469.0|744713.0|4097513.0|1863650.0|2068615.0|5233788.0|3944050.0|4.9090731E7|8231645.0|2135454.0|5885340.0|1.3311501E7|1.1851253E7|4876345.0|6026499.0|5755242.0|3204224.0|7633375.0|1.3745691E7|1.6220118E7|4223781.0|1467884.0|1812402.0|1.5013929E7|1511966.0|5640715.0|3.39656201E8|7.3147571E7|1.0895234E7|2803010.0|3198544.0|2392246.0|4610003.0|1.770542E7|1017736.0|3461264.0|6119378.0|2621477.0|3.9456014E7|2.3646896E7|7452360.0|6955208.0|1.8039872E7|5620791.0|2.1433049E7|1.4837658E7|3047840.0|3301464.0|3707177.0|6239627.0|4591800.0|4225082.0|1.2731724E7|1.4373482E7|1.0897996E7|2715075.0|2529902.0|3286151.0|7153971.0|1.759466E7|5721327.0|9516838.0|1176142.0|4656119.0|5966162.0|3228217.0|4713307.0|7197586.0|
||2011|2.8854331E7|5169822.0|9071429.0|3429320.0|4695135.0|4486682.0|1.32547535E8|4.7143991E7|1206734.0|2818119.0|1.420513E7|1.955361E7|2264156.0|4846797.0|821191.0|4908025.0|2246435.0|2600994.0|6212292.0|4385944.0|6.0394341E7|9696714.0|2395220.0|6736143.0|1.629271E7|1.4259653E7|5660306.0|6601234.0|6743584.0|3766951.0|8479975.0|1.6222818E7|2.0304722E7|4780313.0|1836899.0|2121749.0|1.8183733E7|1947070.0|6546236.0|4.1613785E8|8.8206244E7|1.2022247E7|3639461.0|3871257.0|2792698.0|5376543.0|2.0956939E7|1085672.0|4258873.0|6978724.0|3053509.0|5.0589196E7|2.9130955E7|8947789.0|8493144.0|2.1530007E7|6900859.0|2.5309274E7|1.734532E7|3505591.0|3902108.0|4303083.0|7288908.0|5526556.0|4939431.0|1.4866513E7|1.6603527E7|1.266964E7|2962403.0|2914104.0|3882963.0|8362933.0|2.1774304E7|6332773.0|1.0964333E7|1447355.0|5648571.0|6824531.0|4050919.0|5329582.0|8819730.0|
||2012|3.256123E7|5543089.0|9946002.0|3861845.0|5310399.0|4940199.0|1.47831323E8|5.2032609E7|1363691.0|3254815.0|1.5222212E7|2.1675824E7|2604219.0|5425073.0|1068161.0|5316248.0|2531876.0|2979023.0|6823438.0|5021756.0|6.6413603E7|1.0496851E7|2756156.0|7200345.0|1.8046432E7|1.632059E7|6352204.0|7405982.0|7606638.0|4222079.0|9715274.0|1.844039E7|2.4668729E7|5415575.0|2164937.0|2570417.0|1.9348491E7|2218614.0|7261217.0|4.76031823E8|9.9018695E7|1.3062561E7|4058978.0|4787272.0|3324740.0|5909881.0|2.3504694E7|1233909.0|4538912.0|7683144.0|3352005.0|5.5351295E7|3.336402E7|9317355.0|9424949.0|2.4432941E7|7783639.0|2.8342106E7|1.9352395E7|3977292.0|4092784.0|4759026.0|8220796.0|6119737.0|5558425.0|1.6995545E7|1.8821995E7|1.3975413E7|3282686.0|3073556.0|4658876.0|9212506.0|2.413292E7|6788788.0|1.232724E7|1519000.0|6479747.0|9506004.0|4455605.0|5604298.0|8674186.0|
||2013|3.7150684E7|6340111.0|1.1122617E7|4163664.0|6113736.0|5437600.0|1.76116869E8|5.965061E7|1405354.0|3688701.0|1.7125494E7|2.2962447E7|3017658.0|6062085.0|1187115.0|6041551.0|3087403.0|3432416.0|7670892.0|5658442.0|7.5663756E7|1.179224E7|3156575.0|8003918.0|2.052845E7|1.9392388E7|6983906.0|7902235.0|8744390.0|4942156.0|1.0851873E7|2.1920939E7|3.0165153E7|5826866.0|2416371.0|2786299.0|2.2628933E7|2404719.0|7985612.0|5.57062832E8|1.11903792E8|1.5484442E7|4697191.0|5814039.0|3675936.0|6474786.0|2.7147118E7|1571630.0|5135926.0|8422287.0|3705796.0|6.5525005E7|3.856947E7|1.0336879E7|1.0761612E7|2.7661699E7|9309118.0|3.1363768E7|2.154988E7|4563642.0|4704501.0|5172922.0|9387872.0|6806358.0|6218861.0|1.8986301E7|2.0574387E7|1.6406498E7|3735967.0|3426989.0|5716456.0|1.0400818E7|2.7860092E7|7387891.0|1.344241E7|1750170.0|7165696.0|9079678.0|5220586.0|6037319.0|9993122.0|
||2014|4.101617E7|7086942.0|1.2789577E7|4495623.0|7296831.0|5931609.0|1.92515296E8|6.8178748E7|1599139.0|3917852.0|1.981342E7|2.6249689E7|3412584.0|6527481.0|1356485.0|6705990.0|3484755.0|3928976.0|8832374.0|6478546.0|8.5178184E7|1.3298177E7|3648169.0|8801805.0|2.3485756E7|2.0676428E7|8284747.0|9289937.0|9476126.0|5185208.0|1.1861734E7|2.3398837E7|3.4767342E7|6547712.0|2548372.0|3362788.0|2.5798986E7|2697169.0|9165309.0|6.32283312E8|1.24587031E8|1.6976401E7|5621284.0|6197660.0|3836611.0|7273406.0|3.0423098E7|1717126.0|5436560.0|9664539.0|3993137.0|7.3773235E7|4.3767833E7|1.193424E7|1.1602231E7|3.0648965E7|1.0594653E7|3.612242E7|2.4791925E7|5162177.0|5359601.0|5899159.0|1.0305701E7|7518118.0|7067700.0|2.2441502E7|2.3146752E7|1.8294816E7|4186653.0|3866615.0|6705618.0|1.1472788E7|3.2012046E7|8186636.0|1.5379753E7|1840485.0|8295037.0|9797750.0|6262308.0|7033835.0|1.1786588E7|
||2015|4.6725367E7|8098878.0|1.4635768E7|5030911.0|8271692.0|7028245.0|2.17398449E8|7.6721049E7|1927520.0|4238455.0|2.2778814E7|2.9670087E7|3729831.0|7215949.0|1588896.0|7228211.0|3811648.0|4368670.0|9620032.0|7079471.0|9.7142865E7|1.4882394E7|4201717.0|9884206.0|2.5791173E7|2.3327311E7|9976461.0|1.0231279E7|1.0658639E7|5368919.0|1.3594189E7|2.6601445E7|4.1308488E7|8770795.0|2781227.0|3610678.0|2.8974177E7|3150222.0|9957583.0|7.22842768E8|1.39550628E8|2.0022213E7|5691281.0|6890901.0|4633323.0|7990314.0|3.4348672E7|2339261.0|6593328.0|1.1019271E7|4572064.0|8.5468482E7|5.0368431E7|1.3347935E7|1.3757373E7|3.7967063E7|1.2051345E7|4.085225E7|2.8083897E7|5260015.0|6160081.0|7204901.0|1.4103812E7|8503459.0|7852239.0|2.6820486E7|2.7407974E7|2.1782065E7|4370708.0|4351551.0|7288435.0|1.3091076E7|3.648279E7|9502629.0|1.7890468E7|2010112.0|8711925.0|1.1195972E7|7540303.0|7800524.0|1.2955087E7|
||2016|5.3797416E7|8929820.0|1.6716645E7|6061408.0|9172485.0|7964486.0|2.52942673E8|7.5098084E7|2237561.0|4574361.0|2.6104209E7|3.3686565E7|4215704.0|8441614.0|1745322.0|8190513.0|4732515.0|4610012.0|1.045107E7|7684589.0|1.08326969E8|1.7311699E7|4740150.0|1.1401482E7|2.9778861E7|2.538576E7|1.0720986E7|1.1182515E7|1.1942217E7|6169419.0|1.5728271E7|2.9586862E7|4.5750903E7|8608932.0|3194279.0|4063997.0|3.3157523E7|3295026.0|1.1832602E7|8.01859872E8|1.6036616E8|2.248628E7|6223188.0|7658882.0|5202694.0|9035230.0|3.8425298E7|2460273.0|7336606.0|1.2326616E7|5403431.0|9.4381966E7|5.6233127E7|1.4164456E7|1.4924995E7|4.4665962E7|1.3176185E7|4.6520266E7|2.9769185E7|5874947.0|6325695.0|7572512.0|1.3672918E7|1.0250677E7|8775509.0|2.988312E7|2.9926297E7|2.3995301E7|4917869.0|4762174.0|7359032.0|1.4548244E7|4.2385154E7|1.0522223E7|1.9940754E7|2357205.0|1.0169961E7|1.3125288E7|8587131.0|8732592.0|1.4147189E7|
||2017|6.2091201E7|1.0545059E7|2.0285455E7|6725137.0|1.1061953E7|9330876.0|2.88044543E8|9.3183186E7|2790990.0|5737811.0|3.0654281E7|4.0148107E7|5072324.0|1.0173984E7|1919106.0|9568805.0|5604925.0|5358486.0|1.2595197E7|8820347.0|1.31061446E8|2.0560374E7|5436827.0|1.32451E7|3.5522604E7|3.0349132E7|1.2715111E7|1.3111704E7|1.5098999E7|7892358.0|1.8720566E7|3.5932466E7|5.5105813E7|1.0535269E7|3682612.0|5345242.0|4.0860377E7|4292632.0|1.3523803E7|9.6296316E8|1.94254213E8|2.6905562E7|7839832.0|9126199.0|6060785.0|1.0914698E7|4.58985E7|2935482.0|9560768.0|1.44264E7|6432931.0|1.18312443E8|6.7132411E7|1.8094238E7|1.7801202E7|5.2247032E7|1.6975458E7|5.567866E7|3.6396355E7|6782898.0|7316592.0|9158894.0|1.6818328E7|1.2641576E7|1.0419293E7|3.6684993E7|3.5421853E7|2.9313456E7|5871733.0|5302337.0|1.0231683E7|1.6717819E7|5.2451478E7|1.2355427E7|2.2987118E7|2829748.0|1.2024388E7|1.5940905E7|9989307.0|9579680.0|1.8029112E7|
||2018|7.1556346E7|1.268185E7|2.3408449E7|7977706.0|1.3574812E7|1.0670716E7|3.58533606E8|1.24016371E8|3251019.0|7271615.0|3.70342E7|4.8694997E7|5991995.0|1.2247526E7|2418551.0|1.1337531E7|6693569.0|6320415.0|1.5022691E7|1.0223374E7|1.62891124E8|2.5444737E7|6544085.0|1.5058911E7|4.2685221E7|3.5118825E7|1.469481E7|1.5829508E7|1.7158515E7|9587803.0|2.0806481E7|4.3187541E7|6.771671E7|1.1600177E7|4443894.0|7193697.0|4.9167016E7|4925086.0|1.6117063E7|1.146778465E9|2.37151376E8|3.3059034E7|9963950.0|1.053465E7|6823188.0|1.2963524E7|5.3719159E7|3643829.0|1.1062446E7|1.8003235E7|7549754.0|1.48298739E8|8.0643357E7|2.1834193E7|2.1058896E7|6.637462E7|2.1029805E7|6.7000111E7|4.6505112E7|8261864.0|9071775.0|1.0778575E7|1.9447416E7|1.5032456E7|1.2470915E7|4.4121337E7|3.9819603E7|3.3316167E7|7011051.0|6031213.0|1.2279462E7|1.9529073E7|6.4705758E7|1.4346485E7|2.6436115E7|3374243.0|1.3595894E7|1.8268244E7|1.262477E7|1.1303309E7|2.1557509E7|
||2019|8.3819682E7|1.4603924E7|2.7167838E7|9467174.0|1.5763835E7|1.2559009E7|4.35324086E8|1.52262378E8|3686109.0|9158112.0|4.3086626E7|5.6095276E7|6584200.0|1.4796684E7|3014391.0|1.2681032E7|8002011.0|7855495.0|1.762737E7|1.1803033E7|1.81600503E8|3.0085361E7|7915922.0|1.7471929E7|4.8966318E7|4.2771822E7|1.7416141E7|1.8841548E7|1.9707485E7|1.1519615E7|2.3630759E7|5.0124076E7|7.7837762E7|1.4674376E7|4938290.0|8986701.0|5.2215779E7|6343044.0|1.8847657E7|1.313396747E9|2.65558675E8|3.9848798E7|9905644.0|1.2493363E7|7910251.0|1.522074E7|6.3642163E7|4277200.0|1.1547929E7|2.1049341E7|8628380.0|1.57005928E8|9.3381035E7|2.4600809E7|2.4830981E7|7.3418748E7|2.4929032E7|7.9362079E7|5.5743196E7|9776510.0|1.1405111E7|1.3607263E7|2.4064546E7|1.65414E7|1.4422954E7|5.0681913E7|4.777327E7|3.829087E7|9247813.0|7198510.0|1.4749041E7|2.2691417E7|7.4641256E7|1.709371E7|3.11313E7|4307346.0|1.6658094E7|2.1566693E7|1.5293493E7|1.2586292E7|2.231712E7|
||2020|1.01889488E8|1.7775148E7|3.1195604E7|1.159156E7|2.1060392E7|1.4611586E7|5.26153523E8|1.30919655E8|4461255.0|1.1312654E7|4.8181965E7|6.6642776E7|7582285.0|1.648933E7|3351988.0|1.5461337E7|9684283.0|9631758.0|2.1378451E7|1.3982484E7|2.05535843E8|3.734321E7|1.0147035E7|2.1070452E7|5.7836028E7|4.8782083E7|2.1239846E7|2.1854945E7|2.5360704E7|1.440429E7|2.7978228E7|5.8774618E7|1.02139891E8|1.7652436E7|5949508.0|1.0596191E7|6.2531136E7|7828050.0|2.1989103E7|1.508010138E9|3.03756482E8|4.643076E7|1.1828914E7|1.5006269E7|9608525.0|1.9464723E7|7.6849148E7|5301598.0|1.2658146E7|2.5515477E7|1.0775756E7|1.8984226E8|1.13602423E8|2.8198407E7|3.0067161E7|8.8551847E7|3.1747499E7|9.7099226E7|5.825643E7|1.1885354E7|1.2426687E7|1.5490804E7|2.8201792E7|2.0161337E7|1.6543691E7|6.0715688E7|5.7133067E7|4.9739947E7|1.1421636E7|8294064.0|1.849796E7|2.672967E7|9.0717492E7|2.0202014E7|3.5849831E7|5206366.0|2.0287033E7|2.5379206E7|1.8592454E7|1.569079E7|2.7601412E7|
||2021|1.5052593E8|2.4803187E7|4.0652797E7|1.45921E7|2.8307174E7|1.8311889E7|7.4513986E8|2.09413141E8|5636262.0|1.6396631E7|6.8867148E7|9.4642207E7|1.0470266E7|2.3252498E7|4160203.0|2.2956932E7|1.2730154E7|1.2479371E7|3.034097E7|1.8150579E7|3.05863673E8|5.1231926E7|1.4079822E7|2.6911031E7|8.3239693E7|6.4513291E7|3.1208376E7|3.0283886E7|3.4351604E7|2.1160286E7|3.5835082E7|8.3192929E7|1.49698517E8|2.2828812E7|7447500.0|1.3238667E7|1.0226192E8|1.0208691E7|2.8797331E7|2.196172992E9|4.58833565E8|6.8129301E7|1.9307355E7|1.9613983E7|1.1573302E7|2.6967142E7|1.0936342E8|7523851.0|1.9250969E7|3.6689464E7|1.497518E7|3.08673222E8|1.53017193E8|3.9095872E7|4.1159564E7|1.27278691E8|4.4938995E7|1.39663975E8|8.5769666E7|1.4425345E7|1.6255777E7|2.0281446E7|3.5106568E7|3.6568967E7|2.123715E7|8.3418524E7|7.8075446E7|6.4959531E7|1.4450746E7|1.0646063E7|2.5011127E7|3.7256097E7|1.47010038E8|2.5411624E7|4.6115771E7|6394597.0|2.8390105E7|3.233586E7|2.7584438E7|1.9252683E7|4.7431965E7|
||2022|3.17252403E8|5.1547937E7|8.8581477E7|3.0537693E7|6.0547397E7|3.9912655E7|1.44703397E9|5.07272759E8|1.1151077E7|2.9879124E7|1.48705983E8|2.0115943E8|2.1452078E7|5.1556536E7|8978443.0|4.6863876E7|2.3952399E7|2.4543033E7|6.4323083E7|3.8069736E7|6.13763476E8|1.05980017E8|2.8408323E7|5.6995312E7|1.68492886E8|1.32289637E8|6.2496615E7|6.3134485E7|6.575887E7|3.6612307E7|7.122376E7|1.69917263E8|3.0591509E8|4.2301366E7|1.4257788E7|2.5136897E7|1.92406533E8|1.9268508E7|5.7684997E7|4.548100552E9|9.81970638E8|1.43774679E8|3.3598883E7|4.2929056E7|2.3046916E7|5.2762829E7|2.11057073E8|1.7679273E7|4.6568701E7|7.5151395E7|3.3846703E7|6.2318771E8|3.32258962E8|8.2697392E7|7.8209185E7|2.5308777E8|9.1682086E7|3.13255122E8|1.95445225E8|3.0340086E7|3.7627121E7|4.3730393E7|6.9821903E7|6.5254847E7|4.0786167E7|1.74662256E8|1.61620812E8|1.4515348E8|2.8337383E7|2.284691E7|5.0057278E7|7.8599609E7|2.84731796E8|4.9979201E7|8.8584448E7|1.1908687E7|5.6310373E7|6.399658E7|5.7296497E7|4.0427097E7|9.8109198E7|
||2023|5.55079118E8|9.7271966E7|1.57578482E8|5.965754E7|1.14941857E8|7.0285129E7|2.78131672E9|9.21236123E8|2.1228456E7|4.0281684E7|2.63350291E8|3.48124414E8|3.9407256E7|9.1270743E7|1.4495661E7|7.9251057E7|4.4485376E7|4.773763E7|1.12291662E8|6.7949554E7|1.062048519E9|1.7784405E8|5.1435977E7|1.02205659E8|2.70432605E8|2.50767582E8|1.13425458E8|1.08920111E8|1.21471844E8|6.2823053E7|1.37073261E8|3.01340297E8|4.93893693E8|7.8362241E7|2.3822369E7|4.7565477E7|3.43609143E8|3.2775937E7|1.06071246E8|8.01962424E9|1.625241301E9|2.33007142E8|5.8253925E7|7.8855901E7|4.7104409E7|9.2405064E7|3.82868799E8|3.3169591E7|7.5996094E7|1.27243065E8|5.6670565E7|1.098073467E9|5.82755919E8|1.37878057E8|1.48679409E8|4.3530013E8|1.47962997E8|5.5357861E8|3.3766946E8|5.539912E7|7.0236434E7|8.0004574E7|1.29882849E8|1.0414876E8|7.0196465E7|3.19465736E8|3.0138466E8|2.70060689E8|5.3196297E7|4.3317895E7|1.0271547E8|1.31713234E8|4.65855274E8|9.2060199E7|1.64606516E8|2.3155135E7|8.7567812E7|1.25834232E8|1.00951432E8|7.6580318E7|1.37668577E8|
||2024|8.75238225E8|2.06204549E8|2.5593619E8|9.8615111E7|1.78948116E8|1.18537719E8|4.672844055E9|1.52440097E9|3.5502385E7|6.6666388E7|4.53942191E8|5.87993821E8|6.6028491E7|1.56661555E8|2.8137308E7|1.20820418E8|7.9057308E7|8.3650166E7|1.80652072E8|1.11843708E8|1.674838902E9|2.77058383E8|8.7488026E7|1.73545194E8|4.41382814E8|4.52718468E8|1.85763333E8|1.75732035E8|2.15583698E8|9.5589627E7|2.40331646E8|4.91228002E8|8.30106201E8|1.41330614E8|4.1874709E7|8.6828171E7|6.28037985E8|5.5150581E7|1.76811708E8|1.3010692916E10|2.562757715E9|4.15331229E8|9.3927966E7|1.24665779E8|8.3216858E7|1.52779065E8|6.18477669E8|5.7277838E7|1.24762009E8|2.01357944E8|8.5771616E7|1.711565558E9|9.51585152E8|2.33581967E8|2.84369079E8|6.76702193E8|2.3539348E8|9.55308592E8|5.71112207E8|9.1564849E7|1.20487787E8|1.37941219E8|2.27414637E8|1.896582E8|1.24486623E8|5.3676243E8|5.12982012E8|4.70128865E8|9.0536436E7|7.335538E7|1.75338989E8|2.27042292E8|7.18484721E8|1.61644542E8|2.86039897E8|4.2119642E7|1.50804075E8|2.28282042E8|1.55310739E8|1.27945172E8|2.15177217E8|
||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
